9A4A244A-E780-DE69-9342-F2E7207E194E Ranges to 1 devices:   0x59: 912 mm

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 27, Y = -77, Z = -206, qw = 882, qx = -1175, qy = -1063, qz = 16283, gx = 962, gy = -2974, gz = 834
AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -43, Y = -94, Z = -17, qw = 5895, qx = -649, qy = -808, qz = -15251, gx = -252, gy = 401, gz = -295

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -52, Y = -75, Z = -32, qw = 9210, qx = 1783, qy = -655, qz = -13417, gx = -45, gy = 115, gz = 171

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -47, Y = -94, Z = 0, qw = 9223, qx = 1791, qy = -650, qz = -13407, gx = 7, gy = 121, gz = 171

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -50, Y = -80, Z = 24, qw = 9230, qx = 1800, qy = -653, qz = -13401, gx = 75, gy = 65, gz = 99

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -47, Y = -53, Z = 40, qw = 9230, qx = 1807, qy = -664, qz = -13399, gx = 144, gy = -11, gz = 29

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -43, Y = -35, Z = 46, qw = 9226, qx = 1811, qy = -677, qz = -13400, gx = 159, gy = -54, gz = -26

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -39, Y = -73, Z = -19, qw = 5860, qx = -625, qy = -778, qz = -15268, gx = -230, gy = 350, gz = -432

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -20, Y = -62, Z = -20, qw = 5814, qx = -609, qy = -756, qz = -15287, gx = -188, gy = 238, gz = -559

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 2, Y = -54, Z = -30, qw = 5762, qx = -601, qy = -747, qz = -15307, gx = -96, gy = 101, gz = -621

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -47, Y = -28, Z = 47, qw = 9219, qx = 1813, qy = -691, qz = -13405, gx = 147, gy = -85, gz = -80

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -55, Y = -24, Z = 36, qw = 9208, qx = 1815, qy = -706, qz = -13411, gx = 160, gy = -94, gz = -113

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -50, Y = -24, Z = 22, qw = 9199, qx = 1819, qy = -724, qz = -13416, gx = 197, gy = -86, gz = -95

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 23, Y = -35, Z = -85, qw = 5710, qx = -598, qy = -749, qz = -15327, gx = 9, gy = -3, gz = -628

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 23, Y = -23, Z = -78, qw = 5655, qx = -594, qy = -759, qz = -15347, gx = 97, gy = -15, gz = -661

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 20, Y = -14, Z = -73, qw = 5596, qx = -584, qy = -773, qz = -15368, gx = 158, gy = 29, gz = -706

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -45, Y = 2, Z = -6, qw = 9192, qx = 1825, qy = -742, qz = -13419, gx = 217, gy = -77, gz = -61

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -46, Y = 2, Z = -14, qw = 9186, qx = 1830, qy = -760, qz = -13421, gx = 196, gy = -74, gz = -53

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -40, Y = -5, Z = -17, qw = 9179, qx = 1831, qy = -772, qz = -13425, gx = 128, gy = -77, gz = -63

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 23, Y = -9, Z = -56, qw = 5537, qx = -569, qy = -792, qz = -15389, gx = 213, gy = 55, gz = -723

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 34, Y = 12, Z = -58, qw = 5480, qx = -552, qy = -814, qz = -15409, gx = 277, gy = 73, gz = -692

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 55, Y = 26, Z = -68, qw = 5427, qx = -534, qy = -841, qz = -15427, gx = 326, gy = 68, gz = -636

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -48, Y = -24, Z = -6, qw = 9173, qx = 1830, qy = -777, qz = -13429, gx = 46, gy = -64, gz = -77

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -71, Y = -57, Z = 2, qw = 9165, qx = 1826, qy = -781, qz = -13435, gx = 23, gy = -76, gz = -105

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -62, Y = -57, Z = 0, qw = 9155, qx = 1821, qy = -788, qz = -13442, gx = 38, gy = -102, gz = -123

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 69, Y = 32, Z = -63, qw = 5378, qx = -514, qy = -867, qz = -15443, gx = 323, gy = 90, gz = -600

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 89, Y = 38, Z = -37, qw = 5332, qx = -494, qy = -885, qz = -15459, gx = 242, gy = 120, gz = -560

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 84, Y = 33, Z = -32, qw = 5292, qx = -478, qy = -890, qz = -15473, gx = 91, gy = 131, gz = -484

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -52, Y = -53, Z = 0, qw = 8686, qx = 1787, qy = -855, qz = -13750, gx = 40, gy = -126, gz = -167

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -49, Y = -51, Z = 0, qw = 8670, qx = 1782, qy = -859, qz = -13761, gx = 17, gy = -105, gz = -211

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -27, Y = -38, Z = 5, qw = 8652, qx = 1778, qy = -861, qz = -13772, gx = 9, gy = -75, gz = -228

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 79, Y = 37, Z = -24, qw = 5260, qx = -467, qy = -884, qz = -15485, gx = -40, gy = 121, gz = -390

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 76, Y = 23, Z = -15, qw = 5232, qx = -459, qy = -874, qz = -15495, gx = -86, gy = 110, gz = -331

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 64, Y = 5, Z = 6, qw = 5209, qx = -451, qy = -866, qz = -15503, gx = -65, gy = 101, gz = -283

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -27, Y = -28, Z = 9, qw = 8635, qx = 1778, qy = -864, qz = -13783, gx = 47, gy = -49, gz = -215

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -38, Y = -13, Z = 13, qw = 8620, qx = 1782, qy = -869, qz = -13791, gx = 82, gy = -13, gz = -183

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -64, Y = -2, Z = 25, qw = 8183, qx = 1760, qy = -923, qz = -14055, gx = 49, gy = 23, gz = -171

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 56, Y = -15, Z = 35, qw = 5189, qx = -442, qy = -863, qz = -15510, gx = 1, gy = 86, gz = -233

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 39, Y = -23, Z = 66, qw = 5172, qx = -432, qy = -870, qz = -15516, gx = 98, gy = 80, gz = -213

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 36, Y = -30, Z = 82, qw = 5156, qx = -423, qy = -879, qz = -15521, gx = 128, gy = 51, gz = -192

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -95, Y = -2, Z = 32, qw = 8170, qx = 1759, qy = -918, qz = -14062, gx = -35, gy = 1, gz = -162

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -105, Y = -28, Z = 32, qw = 8160, qx = 1749, qy = -912, qz = -14070, gx = -110, gy = -76, gz = -147

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -108, Y = -65, Z = 31, qw = 8151, qx = 1733, qy = -909, qz = -14077, gx = -107, gy = -164, gz = -114

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 35, Y = -61, Z = 87, qw = 5143, qx = -418, qy = -888, qz = -15525, gx = 106, gy = 12, gz = -159

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 30, Y = -59, Z = 77, qw = 5132, qx = -417, qy = -892, qz = -15528, gx = 43, gy = 0, gz = -129

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 28, Y = -56, Z = 67, qw = 5123, qx = -418, qy = -886, qz = -15532, gx = -62, gy = -6, gz = -105

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -70, Y = -72, Z = -17, qw = 8145, qx = 1715, qy = -921, qz = -14082, gx = 20, gy = -258, gz = -64

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -36, Y = -48, Z = -54, qw = 7739, qx = 1672, qy = -1002, qz = -14309, gx = 242, gy = -343, gz = -13

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -16, Y = -19, Z = -73, qw = 7732, qx = 1661, qy = -1047, qz = -14311, gx = 390, gy = -352, gz = -13

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 9, Y = -30, Z = 46, qw = 5114, qx = -423, qy = -873, qz = -15535, gx = -157, gy = -14, gz = -105

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 11, Y = -14, Z = 34, qw = 5105, qx = -428, qy = -860, qz = -15539, gx = -165, gy = -10, gz = -99

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 7, Y = -16, Z = 14, qw = 5101, qx = -433, qy = -849, qz = -15540, gx = -126, gy = -13, gz = -38

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -16, Y = -19, Z = -73, qw = 7732, qx = 1661, qy = -1047, qz = -14311, gx = 390, gy = -352, gz = -13

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -8, Y = 7, Z = -77, qw = 7721, qx = 1656, qy = -1085, qz = -14314, gx = 357, gy = -265, gz = -80

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -27, Y = 32, Z = -38, qw = 7704, qx = 1655, qy = -1103, qz = -14322, gx = 190, gy = -128, gz = -181

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -46, Y = 40, Z = -23, qw = 7685, qx = 1660, qy = -1102, qz = -14332, gx = 33, gy = 14, gz = -248

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 6, Y = -28, Z = 0, qw = 5104, qx = -440, qy = -842, qz = -15540, gx = -93, gy = -42, gz = 39

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 2, Y = -38, Z = -4, qw = 5109, qx = -449, qy = -840, qz = -15538, gx = -42, gy = -86, gz = 67

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -1, Y = -33, Z = -13, qw = 5112, qx = -460, qy = -846, qz = -15536, gx = 25, gy = -135, gz = 34

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -60, Y = 56, Z = -4, qw = 7262, qx = 1637, qy = -1140, qz = -14551, gx = -22, gy = 101, gz = -241

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -82, Y = 71, Z = 11, qw = 7246, qx = 1647, qy = -1133, qz = -14558, gx = -1, gy = 107, gz = -202

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -107, Y = 64, Z = 13, qw = 7235, qx = 1654, qy = -1133, qz = -14563, gx = 38, gy = 50, gz = -144

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 14, Y = -22, Z = -27, qw = 5112, qx = -470, qy = -858, qz = -15535, gx = 98, gy = -150, gz = 13

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 21, Y = -19, Z = -38, qw = 5114, qx = -478, qy = -870, qz = -15534, gx = 101, gy = -126, gz = 24

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 4, Y = -42, Z = -43, qw = 5117, qx = -485, qy = -872, qz = -15532, gx = 7, gy = -77, gz = 36

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -123, Y = 60, Z = 15, qw = 7227, qx = 1658, qy = -1137, qz = -14566, gx = 75, gy = -8, gz = -86

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -121, Y = 63, Z = 13, qw = 7221, qx = 1654, qy = -1147, qz = -14568, gx = 86, gy = -98, gz = -56

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -110, Y = 60, Z = -7, qw = 6844, qx = 1612, qy = -1203, qz = -14750, gx = 84, gy = -202, gz = -17

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -3, Y = -61, Z = -41, qw = 5119, qx = -491, qy = -865, qz = -15532, gx = -84, gy = -46, gz = 26

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -9, Y = -67, Z = -44, qw = 5118, qx = -498, qy = -859, qz = -15532, gx = -83, gy = -48, gz = 7

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -24, Y = -65, Z = -77, qw = 5119, qx = -505, qy = -860, qz = -15532, gx = -17, gy = -71, gz = 16

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -81, Y = 76, Z = -51, qw = 6844, qx = 1595, qy = -1218, qz = -14750, gx = 80, gy = -246, gz = 27

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -85, Y = 102, Z = -49, qw = 6844, qx = 1576, qy = -1230, qz = -14751, gx = 34, gy = -248, gz = 34

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -107, Y = 149, Z = -37, qw = 6846, qx = 1559, qy = -1232, qz = -14752, gx = -61, gy = -194, gz = 25

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -21, Y = -59, Z = -83, qw = 5122, qx = -512, qy = -864, qz = -15530, gx = 26, gy = -85, gz = 40

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -23, Y = -54, Z = -82, qw = 5125, qx = -515, qy = -868, qz = -15529, gx = 38, gy = -48, gz = 36

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -17, Y = -53, Z = -60, qw = 5127, qx = -513, qy = -867, qz = -15529, gx = -3, gy = 20, gz = 12

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -134, Y = 169, Z = -7, qw = 6848, qx = 1540, qy = -1218, qz = -14754, gx = -236, gy = -127, gz = 13

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -158, Y = 191, Z = 19, qw = 6503, qx = 1489, qy = -1230, qz = -14914, gx = -350, gy = -114, gz = 44

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -145, Y = 191, Z = 3, qw = 6517, qx = 1463, qy = -1208, qz = -14912, gx = -348, gy = -164, gz = 150

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -39, Y = -69, Z = -12, qw = 5127, qx = -509, qy = -856, qz = -15529, gx = -93, gy = 84, gz = 6

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -43, Y = -81, Z = -6, qw = 5128, qx = -506, qy = -841, qz = -15530, gx = -149, gy = 90, gz = 17

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -34, Y = -79, Z = -9, qw = 5130, qx = -504, qy = -833, qz = -15530, gx = -78, gy = 49, gz = 23

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -138, Y = 179, Z = -12, qw = 6539, qx = 1433, qy = -1195, qz = -14906, gx = -283, gy = -227, gz = 261

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -103, Y = 121, Z = -50, qw = 6566, qx = 1402, qy = -1188, qz = -14898, gx = -220, gy = -256, gz = 332

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -110, Y = 108, Z = -42, qw = 6599, qx = 1377, qy = -1190, qz = -14885, gx = -115, gy = -234, gz = 417

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -21, Y = -72, Z = -6, qw = 5132, qx = -501, qy = -836, qz = -15529, gx = 56, gy = 17, gz = 22

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 7, Y = -35, Z = 9, qw = 5131, qx = -497, qy = -848, qz = -15529, gx = 138, gy = -2, gz = -22

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 11, Y = -26, Z = 18, qw = 5125, qx = -494, qy = -857, qz = -15530, gx = 104, gy = 0, gz = -76

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -108, Y = 108, Z = -45, qw = 6304, qx = 1334, qy = -1232, qz = -15013, gx = 22, gy = -184, gz = 459

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -93, Y = 112, Z = -53, qw = 6343, qx = 1322, qy = -1251, qz = -14996, gx = 127, gy = -160, gz = 499

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -96, Y = 109, Z = -49, qw = 6381, qx = 1314, qy = -1272, qz = -14979, gx = 165, gy = -127, gz = 491

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 10, Y = -19, Z = 13, qw = 5116, qx = -496, qy = -857, qz = -15533, gx = 0, gy = -31, gz = -98

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -18, Y = -21, Z = -5, qw = 5108, qx = -505, qy = -856, qz = -15535, gx = -42, gy = -92, gz = -86

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -30, Y = -33, Z = -21, qw = 5105, qx = -517, qy = -860, qz = -15536, gx = 0, gy = -141, gz = -29

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -96, Y = 99, Z = -39, qw = 6417, qx = 1310, qy = -1287, qz = -14963, gx = 108, gy = -73, gz = 454

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -99, Y = 91, Z = -27, qw = 6451, qx = 1304, qy = -1290, qz = -14948, gx = -9, gy = -35, gz = 421

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -103, Y = 73, Z = -13, qw = 6120, qx = 1266, qy = -1313, qz = -15088, gx = -128, gy = 0, gz = 390

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -23, Y = -46, Z = -51, qw = 5111, qx = -533, qy = -872, qz = -15533, gx = 79, gy = -212, gz = 72

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -30, Y = -49, Z = -79, qw = 5122, qx = -549, qy = -892, qz = -15527, gx = 164, gy = -234, gz = 145

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -44, Y = -61, Z = -56, qw = 5135, qx = -556, qy = -912, qz = -15522, gx = 205, gy = -136, gz = 146

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -100, Y = 32, Z = -10, qw = 6152, qx = 1257, qy = -1302, qz = -15077, gx = -174, gy = -12, gz = 374

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -87, Y = 13, Z = -17, qw = 6184, qx = 1246, qy = -1296, qz = -15065, gx = -128, gy = -54, gz = 384

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -65, Y = 12, Z = -21, qw = 6217, qx = 1233, qy = -1297, qz = -15053, gx = -55, gy = -110, gz = 412

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -46, Y = -79, Z = -18, qw = 5144, qx = -552, qy = -924, qz = -15518, gx = 147, gy = 9, gz = 103

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -46, Y = -79, Z = -18, qw = 5144, qx = -552, qy = -924, qz = -15518, gx = 147, gy = 9, gz = 103

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -44, Y = -91, Z = 18, qw = 5148, qx = -543, qy = -922, qz = -15517, gx = 24, gy = 102, gz = 41

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -49, Y = -95, Z = 66, qw = 5145, qx = -533, qy = -917, qz = -15519, gx = -16, gy = 121, gz = -42

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -53, Y = 24, Z = -20, qw = 6250, qx = 1217, qy = -1300, qz = -15040, gx = -53, gy = -139, gz = 408

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -39, Y = -8, Z = -17, qw = 5896, qx = 1166, qy = -1325, qz = -15184, gx = -149, gy = -127, gz = 365

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -39, Y = -8, Z = -17, qw = 5896, qx = 1166, qy = -1325, qz = -15184, gx = -149, gy = -127, gz = 365

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -38, Y = -29, Z = -4, qw = 5921, qx = 1151, qy = -1307, qz = -15177, gx = -259, gy = -64, gz = 290

