9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -59, Y = -23, Z = -6, qw = 9165, qx = 1842, qy = -846, qz = -13429, gx = 371, gy = 254, gz = 6
AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -30, Y = 46, Z = -7, qw = 2210, qx = -2645, qy = -327, qz = -16014, gx = -42, gy = 20, gz = -79

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -17, Y = 67, Z = 5, qw = 2203, qx = -2643, qy = -324, qz = -16015, gx = -42, gy = 20, gz = -79

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -1, Y = 101, Z = 23, qw = 2188, qx = -2642, qy = -321, qz = -16018, gx = -64, gy = 16, gz = -159

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 0, Y = -92, Z = -31, qw = 15957, qx = -260, qy = -651, qz = 3652, gx = -214, gy = 60, gz = -36

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -28, Y = -106, Z = -39, qw = 15956, qx = -279, qy = -648, qz = 3652, gx = -205, gy = 72, gz = 12

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -101, Y = -79, Z = -16, qw = 15956, qx = -294, qy = -641, qz = 3651, gx = -138, gy = 117, gz = -4

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 2, Y = 117, Z = 32, qw = 2168, qx = -2643, qy = -317, qz = -16020, gx = -78, gy = -15, gz = -208

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 5, Y = 114, Z = 34, qw = 2150, qx = -2649, qy = -317, qz = -16022, gx = -52, gy = -67, gz = -205

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -9, Y = 103, Z = -13, qw = 2140, qx = -2666, qy = -334, qz = -16020, gx = 140, gy = -222, gz = -128

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -83, Y = -61, Z = 15, qw = 15959, qx = -303, qy = -628, qz = 3640, gx = -72, gy = 155, gz = -118

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -54, Y = -33, Z = 32, qw = 15964, qx = -312, qy = -614, qz = 3620, gx = -67, gy = 182, gz = -232

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -26, Y = -22, Z = 27, qw = 15970, qx = -327, qy = -601, qz = 3595, gx = -130, gy = 174, gz = -273

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -8, Y = 110, Z = -51, qw = 2130, qx = -2684, qy = -351, qz = -16018, gx = 140, gy = -222, gz = -128

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -25, Y = 132, Z = -78, qw = 2123, qx = -2707, qy = -379, qz = -16014, gx = 252, gy = -303, gz = -124

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -42, Y = 114, Z = -89, qw = 2113, qx = -2726, qy = -409, qz = -16012, gx = 280, gy = -261, gz = -147

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 9, Y = -33, Z = -33, qw = 15975, qx = -343, qy = -588, qz = 3573, gx = -152, gy = 183, gz = -240

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -3, Y = -45, Z = -41, qw = 15979, qx = -353, qy = -572, qz = 3559, gx = -73, gy = 210, gz = -161

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -25, Y = -61, Z = -27, qw = 15982, qx = -352, qy = -552, qz = 3549, gx = 59, gy = 209, gz = -111

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -57, Y = 35, Z = -60, qw = 2108, qx = -2738, qy = -430, qz = -16010, gx = 201, gy = -174, gz = -87

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -40, Y = -11, Z = -50, qw = 2117, qx = -2741, qy = -435, qz = -16008, gx = 62, gy = -46, gz = 90

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -12, Y = -57, Z = -47, qw = 2123, qx = -2742, qy = -445, qz = -16007, gx = 116, gy = -19, gz = 53

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -35, Y = -53, Z = -1, qw = 15985, qx = -340, qy = -531, qz = 3540, gx = 185, gy = 195, gz = -107

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -32, Y = -14, Z = 83, qw = 15988, qx = -319, qy = -509, qz = 3528, gx = 284, gy = 192, gz = -144

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -5, Y = 2, Z = 128, qw = 15993, qx = -294, qy = -487, qz = 3511, gx = 319, gy = 187, gz = -197

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 17, Y = -78, Z = -56, qw = 2119, qx = -2738, qy = -466, qz = -16007, gx = 226, gy = -5, gz = -85

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 16, Y = -65, Z = -45, qw = 2100, qx = -2732, qy = -492, qz = -16010, gx = 255, gy = 34, gz = -263

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -3, Y = -57, Z = -32, qw = 2068, qx = -2721, qy = -512, qz = -16016, gx = 165, gy = 89, gz = -396

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 26, Y = 4, Z = 165, qw = 15998, qx = -275, qy = -466, qz = 3494, gx = 259, gy = 178, gz = -194

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 28, Y = -1, Z = 172, qw = 16001, qx = -265, qy = -447, qz = 3483, gx = 155, gy = 184, gz = -135

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 0, Y = 16, Z = 199, qw = 16003, qx = -260, qy = -429, qz = 3476, gx = 95, gy = 185, gz = -75

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -16, Y = -51, Z = -3, qw = 2027, qx = -2707, qy = -522, qz = -16023, gx = 50, gy = 126, gz = -479

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -25, Y = -42, Z = 66, qw = 1982, qx = -2690, qy = -526, qz = -16031, gx = -18, gy = 181, gz = -515

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -27, Y = -53, Z = 90, qw = 1938, qx = -2668, qy = -533, qz = -16040, gx = 19, gy = 226, gz = -518

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 0, Y = 16, Z = 199, qw = 16003, qx = -260, qy = -429, qz = 3476, gx = 95, gy = 185, gz = -75

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -30, Y = 35, Z = 228, qw = 16004, qx = -262, qy = -410, qz = 3475, gx = 31, gy = 208, gz = -13

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -62, Y = 43, Z = 249, qw = 16004, qx = -277, qy = -393, qz = 3474, gx = -126, gy = 214, gz = 0

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -78, Y = 43, Z = 232, qw = 16004, qx = -311, qy = -384, qz = 3472, gx = -345, gy = 170, gz = -18

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -26, Y = -69, Z = 88, qw = 1896, qx = -2657, qy = -555, qz = -16046, gx = 169, gy = 89, gz = -507

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -20, Y = -74, Z = 66, qw = 1858, qx = -2662, qy = -597, qz = -16048, gx = 383, gy = -128, gz = -496

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -9, Y = -48, Z = -36, qw = 1823, qx = -2677, qy = -657, qz = -16047, gx = 571, gy = -257, gz = -475

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -140, Y = 34, Z = 84, qw = 16004, qx = -354, qy = -383, qz = 3469, gx = -473, gy = 116, gz = -17

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -183, Y = 46, Z = 34, qw = 16004, qx = -391, qy = -383, qz = 3463, gx = -403, gy = 78, gz = -50

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -197, Y = 53, Z = 36, qw = 16007, qx = -413, qy = -385, qz = 3449, gx = -235, gy = 36, gz = -154

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 8, Y = -43, Z = -99, qw = 1795, qx = -2690, qy = -721, qz = -16045, gx = 630, gy = -239, gz = -420

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 7, Y = -26, Z = -140, qw = 1771, qx = -2691, qy = -771, qz = -16046, gx = 507, gy = -86, gz = -356

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 8, Y = -68, Z = -131, qw = 1749, qx = -2682, qy = -795, qz = -16048, gx = 235, gy = 67, gz = -292

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -187, Y = 107, Z = 67, qw = 16012, qx = -422, qy = -387, qz = 3424, gx = -107, gy = -4, gz = -285

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -135, Y = 126, Z = 96, qw = 16020, qx = -424, qy = -392, qz = 3387, gx = -46, gy = -45, gz = -424

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -81, Y = 165, Z = 129, qw = 16029, qx = -425, qy = -400, qz = 3343, gx = -30, gy = -68, gz = -509

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 8, Y = -68, Z = -131, qw = 1749, qx = -2682, qy = -795, qz = -16048, gx = 235, gy = 67, gz = -292

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 6, Y = -113, Z = -97, qw = 1732, qx = -2661, qy = -793, qz = -16054, gx = -38, gy = 222, gz = -197

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 15, Y = -163, Z = -59, qw = 1722, qx = -2634, qy = -775, qz = -16060, gx = -188, gy = 324, gz = -102

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 27, Y = -214, Z = -23, qw = 1713, qx = -2603, qy = -752, qz = -16067, gx = -236, gy = 377, gz = -79

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -15, Y = 182, Z = 160, qw = 16037, qx = -433, qy = -412, qz = 3299, gx = -123, gy = -101, gz = -501

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 28, Y = 164, Z = 89, qw = 16043, qx = -459, qy = -427, qz = 3267, gx = -333, gy = -97, gz = -361

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -17, Y = 124, Z = 8, qw = 16044, qx = -502, qy = -443, qz = 3250, gx = -510, gy = -85, gz = -183

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 36, Y = -267, Z = 3, qw = 1699, qx = -2573, qy = -730, qz = -16075, gx = -233, gy = 356, gz = -134

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 39, Y = -262, Z = 12, qw = 1674, qx = -2547, qy = -712, qz = -16082, gx = -220, gy = 310, gz = -267

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 34, Y = -237, Z = 18, qw = 1635, qx = -2524, qy = -696, qz = -16091, gx = -213, gy = 257, gz = -419

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -56, Y = 94, Z = -46, qw = 16044, qx = -547, qy = -458, qz = 3244, gx = -530, gy = -63, gz = -59

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -119, Y = 107, Z = -70, qw = 16043, qx = -589, qy = -467, qz = 3241, gx = -473, gy = -15, gz = -16

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -188, Y = 132, Z = -94, qw = 16043, qx = -629, qy = -471, qz = 3229, gx = -458, gy = 52, gz = -120

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 29, Y = -199, Z = 28, qw = 1588, qx = -2505, qy = -683, qz = -16099, gx = -215, gy = 217, gz = -515

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 5, Y = -134, Z = 27, qw = 1538, qx = -2489, qy = -673, qz = -16107, gx = -175, gy = 168, gz = -548

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 2, Y = -102, Z = 16, qw = 1491, qx = -2479, qy = -671, qz = -16113, gx = -89, gy = 103, gz = -528

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -170, Y = 151, Z = -122, qw = 16047, qx = -670, qy = -470, qz = 3202, gx = -453, gy = 107, gz = -294

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -116, Y = 159, Z = -151, qw = 16054, qx = -706, qy = -466, qz = 3161, gx = -392, gy = 129, gz = -450

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -58, Y = 170, Z = -173, qw = 16062, qx = -727, qy = -462, qz = 3115, gx = -233, gy = 107, gz = -511

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -3, Y = -69, Z = 6, qw = 1446, qx = -2470, qy = -677, qz = -16118, gx = -1, gy = 82, gz = -508

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -12, Y = -33, Z = -5, qw = 1406, qx = -2458, qy = -688, qz = -16123, gx = 54, gy = 103, gz = -473

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -4, Y = -24, Z = 6, qw = 1371, qx = -2444, qy = -696, qz = -16128, gx = 44, gy = 145, gz = -406

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 12, Y = 211, Z = -157, qw = 16071, qx = -727, qy = -457, qz = 3072, gx = 5, gy = 79, gz = -495

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 38, Y = 229, Z = -116, qw = 16079, qx = -707, qy = -449, qz = 3033, gx = 231, gy = 62, gz = -442

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 41, Y = 236, Z = -84, qw = 16086, qx = -674, qy = -438, qz = 3003, gx = 367, gy = 65, gz = -355

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 2, Y = -38, Z = 24, qw = 1343, qx = -2426, qy = -697, qz = -16133, gx = -18, gy = 183, gz = -328

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 2, Y = -56, Z = 42, qw = 1321, qx = -2408, qy = -692, qz = -16137, gx = -76, gy = 204, gz = -249

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 10, Y = -127, Z = 94, qw = 1302, qx = -2386, qy = -685, qz = -16142, gx = -86, gy = 241, gz = -216

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 20, Y = 215, Z = -58, qw = 16093, qx = -632, qy = -428, qz = 2979, gx = 479, gy = 24, gz = -277

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 14, Y = 215, Z = -11, qw = 16098, qx = -574, qy = -421, qz = 2963, gx = 648, gy = -36, gz = -208

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 6, Y = 217, Z = 62, qw = 16103, qx = -505, qy = -415, qz = 2950, gx = 764, gy = -72, gz = -166

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 22, Y = -156, Z = 103, qw = 1281, qx = -2365, qy = -681, qz = -16147, gx = -66, gy = 238, gz = -231

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 48, Y = -154, Z = 106, qw = 1253, qx = -2354, qy = -680, qz = -16151, gx = -40, gy = 109, gz = -320

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 81, Y = -88, Z = 70, qw = 1211, qx = -2352, qy = -686, qz = -16154, gx = 3, gy = 2, gz = -474

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -4, Y = 218, Z = 139, qw = 16107, qx = -443, qy = -408, qz = 2941, gx = 697, gy = -47, gz = -120

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -25, Y = 207, Z = 212, qw = 16109, qx = -402, qy = -401, qz = 2935, gx = 455, gy = -7, gz = -84

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -25, Y = 207, Z = 212, qw = 16109, qx = -402, qy = -401, qz = 2935, gx = 455, gy = -7, gz = -84

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -42, Y = 183, Z = 177, qw = 16110, qx = -393, qy = -397, qz = 2930, gx = 102, gy = 20, gz = -62

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 72, Y = -31, Z = 40, qw = 1158, qx = -2357, qy = -698, qz = -16157, gx = 38, gy = -80, gz = -610

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 63, Y = 25, Z = 9, qw = 1101, qx = -2370, qy = -708, qz = -16159, gx = 12, gy = -176, gz = -640

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 62, Y = 84, Z = -12, qw = 1050, qx = -2383, qy = -712, qz = -16160, gx = -47, gy = -176, gz = -566

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -48, Y = 148, Z = 102, qw = 16111, qx = -411, qy = -400, qz = 2925, gx = -209, gy = 1, gz = -50

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -58, Y = 104, Z = 15, qw = 16110, qx = -441, qy = -408, qz = 2922, gx = -351, gy = -36, gz = -26

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -96, Y = 68, Z = -87, qw = 16109, qx = -469, qy = -418, qz = 2921, gx = -330, gy = -56, gz = -1

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 69, Y = 134, Z = -42, qw = 1008, qx = -2394, qy = -708, qz = -16161, gx = -117, gy = -137, gz = -450

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 81, Y = 135, Z = -50, qw = 980, qx = -2404, qy = -697, qz = -16162, gx = -170, gy = -108, gz = -291

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 97, Y = 121, Z = -59, qw = 963, qx = -2415, qy = -685, qz = -16162, gx = -169, gy = -128, gz = -161

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -122, Y = 49, Z = -110, qw = 16108, qx = -490, qy = -428, qz = 2921, gx = -250, gy = -69, gz = 3

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -144, Y = 37, Z = -123, qw = 16108, qx = -500, qy = -437, qz = 2919, gx = -139, gy = -92, gz = -15

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -164, Y = 36, Z = -118, qw = 16109, qx = -500, qy = -448, qz = 2914, gx = -28, gy = -121, gz = -68

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 104, Y = 110, Z = -78, qw = 952, qx = -2427, qy = -676, qz = -16161, gx = -120, gy = -135, gz = -94

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 110, Y = 96, Z = -123, qw = 946, qx = -2440, qy = -670, qz = -16160, gx = -87, gy = -142, gz = -47

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 110, Y = 96, Z = -123, qw = 946, qx = -2440, qy = -670, qz = -16160, gx = -87, gy = -142, gz = -47

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -174, Y = 51, Z = -104, qw = 16111, qx = -494, qy = -459, qz = 2900, gx = 37, gy = -134, gz = -157

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -153, Y = 60, Z = -94, qw = 16115, qx = -483, qy = -471, qz = 2878, gx = 85, gy = -144, gz = -260

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -121, Y = 63, Z = -87, qw = 16120, qx = -472, qy = -482, qz = 2849, gx = 95, gy = -139, gz = -338

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 104, Y = 88, Z = -140, qw = 942, qx = -2453, qy = -661, qz = -16158, gx = -109, gy = -135, gz = -24

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 94, Y = 84, Z = -154, qw = 938, qx = -2466, qy = -649, qz = -16157, gx = -147, gy = -139, gz = -22

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 86, Y = 93, Z = -174, qw = 931, qx = -2476, qy = -636, qz = -16156, gx = -161, gy = -112, gz = -42

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 80, Y = 112, Z = -179, qw = 923, qx = -2483, qy = -623, qz = -16156, gx = -158, gy = -62, gz = -70

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 85, Y = 127, Z = -180, qw = 916, qx = -2487, qy = -608, qz = -16157, gx = -179, gy = -42, gz = -54
