AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 12, Y = 16, Z = 3, qw = 2833, qx = 453, qy = -283, qz = -16128, gx = 0, gy = 16, gz = -11
9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 72, Y = 34, Z = -82, qw = 15943, qx = 894, qy = -694, qz = 3604, gx = 57, gy = 16, gz = -129

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 69, Y = 49, Z = -64, qw = 15943, qx = 914, qy = -709, qz = 3593, gx = 45, gy = 19, gz = -130

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 71, Y = 53, Z = -50, qw = 15945, qx = 917, qy = -707, qz = 3583, gx = 26, gy = 13, gz = -108

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 26, Y = -48, Z = 39, qw = 10255, qx = -104, qy = 18, qz = 12777, gx = -30, gy = -22, gz = -29

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 34, Y = -45, Z = 34, qw = 10258, qx = -103, qy = 11, qz = 12775, gx = -53, gy = -51, gz = -34

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 46, Y = -40, Z = 28, qw = 10261, qx = -100, qy = 2, qz = 12772, gx = -53, gy = -94, gz = -48

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 80, Y = 58, Z = -40, qw = 15947, qx = 918, qy = -707, qz = 3577, gx = 17, gy = 2, gz = -75

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 89, Y = 58, Z = -21, qw = 15947, qx = 922, qy = -706, qz = 3573, gx = 36, gy = 1, gz = -46

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 104, Y = 53, Z = -12, qw = 15947, qx = 929, qy = -706, qz = 3573, gx = 78, gy = -15, gz = -2

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 67, Y = -26, Z = -5, qw = 10265, qx = -91, qy = -9, qz = 12769, gx = -30, gy = -151, gz = -60

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 115, Y = 51, Z = -21, qw = 15945, qx = 939, qy = -707, qz = 3578, gx = 108, gy = -30, gz = 46

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 126, Y = 41, Z = -28, qw = 15943, qx = 952, qy = -710, qz = 3584, gx = 130, gy = -52, gz = 68

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 126, Y = 40, Z = -41, qw = 15941, qx = 965, qy = -714, qz = 3590, gx = 138, gy = -73, gz = 64

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 69, Y = -25, Z = -26, qw = 10243, qx = -78, qy = -21, qz = 12787, gx = -11, gy = -195, gz = -52

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 65, Y = -26, Z = -42, qw = 10244, qx = -65, qy = -35, qz = 12786, gx = -28, gy = -207, gz = -24

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 68, Y = -50, Z = -73, qw = 10244, qx = -55, qy = -49, qz = 12786, gx = -54, gy = -181, gz = 7

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 65, Y = -60, Z = -70, qw = 10241, qx = -49, qy = -62, qz = 12789, gx = -74, gy = -151, gz = 48

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 119, Y = 30, Z = -45, qw = 15939, qx = 977, qy = -719, qz = 3595, gx = 123, gy = -84, gz = 58

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 122, Y = 39, Z = -37, qw = 15937, qx = 988, qy = -725, qz = 3599, gx = 108, gy = -83, gz = 52

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 124, Y = 41, Z = -19, qw = 15935, qx = 998, qy = -731, qz = 3603, gx = 89, gy = -84, gz = 44

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 65, Y = -73, Z = -53, qw = 10234, qx = -43, qy = -75, qz = 12794, gx = -67, gy = -134, gz = 89

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 60, Y = -91, Z = -34, qw = 10200, qx = -37, qy = -85, qz = 12822, gx = -43, gy = -125, gz = 115

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 61, Y = -104, Z = 11, qw = 10192, qx = -27, qy = -93, qz = 12828, gx = -6, gy = -141, gz = 114

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 116, Y = 43, Z = 10, qw = 15931, qx = 1024, qy = -765, qz = 3607, gx = 88, gy = -105, gz = 48

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 112, Y = 47, Z = 14, qw = 15928, qx = 1035, qy = -775, qz = 3614, gx = 100, gy = -125, gz = 75

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 111, Y = 45, Z = 12, qw = 15925, qx = 1049, qy = -785, qz = 3623, gx = 128, gy = -135, gz = 109

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 61, Y = -103, Z = 23, qw = 10185, qx = -13, qy = -100, qz = 12833, gx = 30, gy = -171, gz = 88

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 59, Y = -98, Z = 27, qw = 10181, qx = 1, qy = -110, qz = 12836, gx = 23, gy = -191, gz = 59

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 56, Y = -83, Z = 7, qw = 10178, qx = 14, qy = -121, qz = 12838, gx = -14, gy = -188, gz = 36

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 50, Y = -68, Z = -2, qw = 10154, qx = 24, qy = -134, qz = 12857, gx = -44, gy = -176, gz = 30

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 108, Y = 45, Z = 5, qw = 15920, qx = 1065, qy = -795, qz = 3635, gx = 162, gy = -138, gz = 140

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 107, Y = 39, Z = -11, qw = 15915, qx = 1084, qy = -805, qz = 3649, gx = 185, gy = -144, gz = 164

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 104, Y = 30, Z = -17, qw = 15910, qx = 1103, qy = -815, qz = 3665, gx = 198, gy = -139, gz = 185

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 103, Y = 21, Z = -18, qw = 15902, qx = 1136, qy = -847, qz = 3682, gx = 202, gy = -128, gz = 188

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 101, Y = 9, Z = -12, qw = 15894, qx = 1164, qy = -877, qz = 3699, gx = 196, gy = -99, gz = 179

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 97, Y = -3, Z = 13, qw = 15887, qx = 1190, qy = -905, qz = 3715, gx = 204, gy = -85, gz = 165

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 41, Y = -63, Z = -8, qw = 10152, qx = 31, qy = -148, qz = 12859, gx = -62, gy = -158, gz = 37

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 38, Y = -60, Z = -6, qw = 10147, qx = 37, qy = -160, qz = 12863, gx = -61, gy = -129, gz = 64

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 38, Y = -53, Z = 61, qw = 10140, qx = 44, qy = -168, qz = 12868, gx = -19, gy = -118, gz = 100

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 50, Y = -41, Z = 105, qw = 10130, qx = 53, qy = -173, qz = 12875, gx = 17, gy = -122, gz = 130

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 52, Y = -37, Z = 140, qw = 10097, qx = 64, qy = -179, qz = 12902, gx = 29, gy = -127, gz = 153

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 48, Y = -38, Z = 159, qw = 10085, qx = 73, qy = -186, qz = 12911, gx = 4, gy = -134, gz = 158

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 98, Y = -8, Z = 22, qw = 15882, qx = 1210, qy = -908, qz = 3728, gx = 216, gy = -65, gz = 152

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 97, Y = -5, Z = 20, qw = 15877, qx = 1231, qy = -909, qz = 3742, gx = 239, gy = -53, gz = 145

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 98, Y = -4, Z = 12, qw = 15872, qx = 1254, qy = -907, qz = 3756, gx = 262, gy = -23, gz = 154

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 49, Y = -38, Z = 90, qw = 10074, qx = 79, qy = -198, qz = 12919, gx = -59, gy = -132, gz = 163

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 49, Y = -38, Z = 90, qw = 10074, qx = 79, qy = -198, qz = 12919, gx = -59, gy = -132, gz = 163

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 22, Y = -46, Z = 37, qw = 10060, qx = 79, qy = -214, qz = 12930, gx = -138, gy = -103, gz = 191

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -2, Y = -68, Z = -6, qw = 10043, qx = 69, qy = -230, qz = 12943, gx = -203, gy = -27, gz = 245

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 77, Y = -7, Z = -18, qw = 15868, qx = 1276, qy = -900, qz = 3771, gx = 262, gy = 31, gz = 149

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 45, Y = -27, Z = -7, qw = 15864, qx = 1292, qy = -889, qz = 3783, gx = 215, gy = 87, gz = 127

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 26, Y = -47, Z = 11, qw = 15861, qx = 1300, qy = -876, qz = 3796, gx = 132, gy = 141, gz = 131

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -42, Y = -107, Z = -24, qw = 9999, qx = 55, qy = -241, qz = 12977, gx = -192, gy = 52, gz = 305

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -49, Y = -125, Z = 11, qw = 9975, qx = 44, qy = -243, qz = 12995, gx = -85, gy = 87, gz = 331

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -39, Y = -130, Z = 66, qw = 9953, qx = 39, qy = -235, qz = 13012, gx = 45, gy = 90, gz = 320

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 20, Y = -60, Z = 36, qw = 15858, qx = 1300, qy = -862, qz = 3811, gx = 41, gy = 170, gz = 149

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 19, Y = -75, Z = 124, qw = 15857, qx = 1293, qy = -851, qz = 3822, gx = -39, gy = 142, gz = 114

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 7, Y = -79, Z = 166, qw = 15856, qx = 1286, qy = -843, qz = 3828, gx = -53, gy = 113, gz = 68

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -13, Y = -126, Z = 109, qw = 9936, qx = 41, qy = -221, qz = 13026, gx = 145, gy = 75, gz = 241

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 16, Y = -71, Z = 118, qw = 9928, qx = 49, qy = -207, qz = 13032, gx = 175, gy = 24, gz = 111

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 17, Y = -27, Z = 78, qw = 9898, qx = 63, qy = -200, qz = 13055, gx = 159, gy = -64, gz = -13

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 0, Y = -72, Z = 178, qw = 15855, qx = 1286, qy = -836, qz = 3836, gx = 20, gy = 96, gz = 83

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -16, Y = -61, Z = 141, qw = 15852, qx = 1292, qy = -825, qz = 3848, gx = 111, gy = 110, gz = 122

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -10, Y = -62, Z = 97, qw = 15847, qx = 1306, qy = -814, qz = 3864, gx = 189, gy = 95, gz = 171

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 3, Y = 11, Z = 22, qw = 9906, qx = 76, qy = -200, qz = 13049, gx = 89, gy = -114, gz = -112

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -7, Y = 47, Z = -34, qw = 9917, qx = 84, qy = -205, qz = 13040, gx = 9, gy = -103, gz = -161

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -14, Y = -58, Z = 42, qw = 15842, qx = 1324, qy = -802, qz = 3883, gx = 239, gy = 101, gz = 198

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -14, Y = -51, Z = -13, qw = 15836, qx = 1341, qy = -791, qz = 3901, gx = 225, gy = 99, gz = 188

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -42, Y = -32, Z = -88, qw = 15832, qx = 1350, qy = -782, qz = 3916, gx = 134, gy = 83, gz = 159

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -39, Y = 119, Z = -115, qw = 9936, qx = 100, qy = -209, qz = 13025, gx = 69, gy = -76, gz = -106

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -39, Y = 128, Z = -90, qw = 9930, qx = 108, qy = -200, qz = 13030, gx = 134, gy = -11, gz = -20

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -17, Y = 112, Z = 19, qw = 9925, qx = 113, qy = -184, qz = 13034, gx = 181, gy = 64, gz = 68

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -68, Y = -19, Z = -93, qw = 15830, qx = 1348, qy = -776, qz = 3926, gx = 8, gy = 78, gz = 105

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -90, Y = -1, Z = -68, qw = 15830, qx = 1335, qy = -771, qz = 3933, gx = -122, gy = 99, gz = 78

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -111, Y = 14, Z = -23, qw = 15830, qx = 1313, qy = -770, qz = 3942, gx = -229, gy = 90, gz = 106

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -10, Y = 94, Z = 74, qw = 9914, qx = 115, qy = -165, qz = 13042, gx = 180, gy = 105, gz = 156

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -11, Y = 70, Z = 111, qw = 9900, qx = 113, qy = -151, qz = 13053, gx = 116, gy = 117, gz = 201

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -17, Y = 55, Z = 122, qw = 9886, qx = 106, qy = -146, qz = 13064, gx = 5, gy = 95, gz = 193

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -111, Y = 7, Z = 57, qw = 15828, qx = 1286, qy = -771, qz = 3957, gx = -279, gy = 73, gz = 184

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -103, Y = 6, Z = 62, qw = 15824, qx = 1263, qy = -774, qz = 3979, gx = -250, gy = 47, gz = 268

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -97, Y = -2, Z = 56, qw = 15818, qx = 1245, qy = -780, qz = 4007, gx = -184, gy = 12, gz = 326

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -47, Y = 53, Z = 90, qw = 9859, qx = 101, qy = -153, qz = 13084, gx = -99, gy = 3, gz = 152

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -74, Y = 62, Z = 29, qw = 9853, qx = 98, qy = -173, qz = 13089, gx = -188, gy = -102, gz = 93

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -93, Y = 71, Z = -38, qw = 9851, qx = 94, qy = -199, qz = 13090, gx = -265, gy = -144, gz = 26

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -103, Y = -15, Z = 42, qw = 15811, qx = 1234, qy = -785, qz = 4037, gx = -113, gy = -6, gz = 348

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -125, Y = -34, Z = -11, qw = 15804, qx = 1227, qy = -789, qz = 4067, gx = -58, gy = -1, gz = 352

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -138, Y = -35, Z = -32, qw = 15797, qx = 1221, qy = -790, qz = 4097, gx = -53, gy = 22, gz = 351

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -97, Y = 87, Z = -134, qw = 9852, qx = 88, qy = -227, qz = 13089, gx = -287, gy = -134, gz = -9

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Ranges to 1 devices:   0x36: 302 mm

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -98, Y = 85, Z = -147, qw = 9851, qx = 85, qy = -251, qz = 13089, gx = -235, gy = -129, gz = -8

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -96, Y = 87, Z = -146, qw = 9836, qx = 85, qy = -268, qz = 13100, gx = -150, gy = -109, gz = 20

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -139, Y = -45, Z = -39, qw = 15789, qx = 1211, qy = -793, qz = 4127, gx = -92, gy = 22, gz = 356

9A4A244A-E780-DE69-9342-F2E7207E194E Ranges to 1 devices:   0x59: 302 mm

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -126, Y = -67, Z = -27, qw = 15782, qx = 1197, qy = -799, qz = 4158, gx = -145, gy = 1, gz = 357

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -119, Y = -77, Z = -10, qw = 15775, qx = 1181, qy = -806, qz = 4186, gx = -169, gy = -14, gz = 343

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -89, Y = 80, Z = -132, qw = 9833, qx = 85, qy = -276, qz = 13102, gx = -68, gy = -57, gz = 42

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -65, Y = 72, Z = -76, qw = 9829, qx = 86, qy = -277, qz = 13105, gx = 3, gy = -15, gz = 52

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -58, Y = 65, Z = -47, qw = 9825, qx = 86, qy = -274, qz = 13108, gx = 30, gy = 13, gz = 55

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -117, Y = -90, Z = 8, qw = 15769, qx = 1167, qy = -814, qz = 4213, gx = -152, gy = -20, gz = 321

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -116, Y = -99, Z = 20, qw = 15763, qx = 1157, qy = -820, qz = 4239, gx = -105, gy = -17, gz = 302

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -109, Y = -120, Z = 15, qw = 15756, qx = 1152, qy = -822, qz = 4263, gx = -39, gy = -4, gz = 284

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -58, Y = 65, Z = -47, qw = 9825, qx = 86, qy = -274, qz = 13108, gx = 30, gy = 13, gz = 55

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -48, Y = 57, Z = -31, qw = 9823, qx = 84, qy = -270, qz = 13110, gx = 13, gy = 42, gz = 31

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -44, Y = 52, Z = -20, qw = 9798, qx = 78, qy = -269, qz = 13128, gx = -37, gy = 64, gz = -2

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -35, Y = 51, Z = -33, qw = 9802, qx = 68, qy = -271, qz = 13126, gx = -74, gy = 76, gz = -46

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -111, Y = -127, Z = 8, qw = 15751, qx = 1152, qy = -823, qz = 4282, gx = 12, gy = -1, gz = 226

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -118, Y = -138, Z = 0, qw = 15747, qx = 1153, qy = -824, qz = 4296, gx = 22, gy = 5, gz = 158

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -122, Y = -136, Z = -3, qw = 15745, qx = 1154, qy = -824, qz = 4304, gx = 15, gy = 2, gz = 91

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -24, Y = 61, Z = -44, qw = 9809, qx = 60, qy = -272, qz = 13120, gx = -70, gy = 68, gz = -99

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -11, Y = 75, Z = -53, qw = 9819, qx = 54, qy = -272, qz = 13113, gx = -46, gy = 52, gz = -139

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 31, Y = 106, Z = -72, qw = 9832, qx = 51, qy = -271, qz = 13103, gx = -14, gy = 37, gz = -181

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -120, Y = -123, Z = 18, qw = 15745, qx = 1154, qy = -824, qz = 4305, gx = -7, gy = -1, gz = 9

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -121, Y = -114, Z = 31, qw = 15746, qx = 1152, qy = -826, qz = 4300, gx = -25, gy = -12, gz = -56

